ra,dec,t03_bar_a07_no_bar_fraction,t03_bar_a06_bar_fraction
208.5532,2.880781,0.028,0.972
177.2528,3.347939,0.133,0.867
167.6001,55.66029,0,1
168.703,55.82695,0,1
193.3295,57.06867,0.075,0.925
179.6134,57.59637,0.067,0.933
168.0067,57.52557,0,1
170.5278,57.91259,0,1
147.3586,37.41928,0,1
136.5858,33.32751,0,1
148.8098,38.88,0.125,0.875
142.5651,36.6926,0.186,0.814
130.5624,31.10388,0,1
148.7065,9.27107,0,1
131.6884,6.959958,0.073,0.927
141.7384,8.630195,0.093,0.907
148.9506,12.13792,0.054,0.946
160.0865,13.47013,0.138,0.862
161.6456,13.75086,0.13,0.87
156.3332,13.52221,0.053,0.947
174.6176,15.0917,0.1,0.9
158.5813,14.22154,0.103,0.897
164.881,14.8295,0.162,0.838
160.9121,14.87186,0.152,0.848
168.5288,15.51061,0,1
232.8047,19.60772,0.077,0.923
237.2611,17.94043,0.158,0.842
241.158,16.47071,0.083,0.917
246.7018,14.31071,0.095,0.905
248.102,13.56516,0.098,0.902
220.9416,23.54174,0.054,0.946
221.0607,23.55837,0.031,0.969
223.6654,22.982,0.065,0.935
230.8181,20.75814,0,1
244.6629,15.42658,0.107,0.893
207.2153,26.87208,0.125,0.875
216.3457,25.08033,0,1
229.482,14.93275,0.024,0.976
240.9142,11.91377,0,1
204.0087,19.6311,0,1
205.9138,19.56741,0,1
199.3324,20.63806,0.139,0.861
201.6889,20.34413,0.1,0.9
208.555,19.59233,0.107,0.893
211.9797,19.10358,0.192,0.808
151.6628,15.93767,0.043,0.957
156.0357,16.74189,0.071,0.929
14.46544,-1.136023,0,1
16.06324,-1.114313,0.036,0.964
37.77925,-1.10519,0.027,0.973
37.92075,-1.167693,0,1
48.94259,-1.16884,0.1,0.9
348.652,-0.6962339,0.129,0.871
1.861352,-0.7059922,0.1,0.9
13.81116,-0.8221632,0,1
17.22078,-0.7609736,0.114,0.886
28.17606,-0.6745834,0.179,0.821
37.65278,-0.8236977,0,1
242.6478,29.31408,0,1
242.9729,29.1772,0.044,0.956
236.6672,34.17519,0.184,0.816
240.4751,31.89205,0.109,0.891
241.7894,30.876,0.077,0.923
252.3504,22.94143,0.111,0.889
195.5423,3.433538,0.139,0.861
207.6339,3.19416,0.139,0.861
213.8416,3.999306,0,1
225.2177,3.458329,0.053,0.947
226.6004,3.405489,0,1
174.7722,55.80245,0.184,0.816
114.2943,26.50656,0.033,0.967
117.5001,30.02494,0.1,0.9
118.5025,31.30614,0,1
121.2488,34.01629,0.047,0.953
117.3835,31.27707,0.064,0.936
118.258,33.03429,0,1
124.4558,38.79535,0.103,0.897
126.9127,40.72299,0.106,0.894
155.2082,11.37218,0.047,0.953
150.5563,11.31974,0.189,0.811
155.8184,11.85567,0.179,0.821
132.19,30.33268,0.189,0.811
137.6935,33.37752,0.103,0.897
139.6415,34.29393,0,1
129.3841,29.07715,0.111,0.889
142.8689,66.66847,0,1
112.5512,44.19669,0,1
111.5165,43.37383,0.1,0.9
121.0548,55.39766,0,1
126.8653,60.03023,0,1
128.2628,60.86843,0,1
146.2874,68.59457,0.111,0.889
138.6194,66.66712,0.081,0.919
224.2657,24.97499,0.136,0.864
232.7703,22.17677,0.045,0.955
219.3538,22.31495,0.03,0.97
220.6342,22.02126,0.184,0.816
222.9275,21.44878,0,1
205.4411,25.54467,0,1
206.1999,25.45551,0.103,0.897
215.3977,23.59189,0,1
217.7824,23.03665,0,1
220.5643,22.38831,0.073,0.927
222.7341,21.73697,0.091,0.909
229.7634,19.62512,0,1
232.7232,18.6893,0.024,0.976
232.7815,18.62089,0.158,0.842
233.2385,18.49449,0.077,0.923
240.4665,15.79226,0.081,0.919
237.3103,12.0868,0,1
209.2323,18.29451,0.175,0.825
210.9793,17.99733,0.054,0.946
215.5581,17.39734,0.086,0.914
215.6132,17.21228,0,1
217.596,16.93879,0.041,0.959
225.6221,15.36257,0.105,0.895
237.1849,12.56551,0.023,0.977
244.4146,10.36271,0.029,0.971
202.3646,19.51202,0,1
208.966,18.7676,0.022,0.978
220.5531,16.88139,0.088,0.912
222.2761,16.4387,0,1
127.8518,35.85968,0.176,0.824
129.7491,37.32494,0.088,0.912
132.9598,39.406,0.158,0.842
136.6985,41.65065,0,1
139.3467,43.00346,0.077,0.923
143.3815,44.9291,0.14,0.86
143.753,45.13207,0.154,0.846
179.06,52.77318,0.143,0.857
137.682,42.69181,0.191,0.809
142.0418,44.66475,0.094,0.906
167.9446,52.11743,0.024,0.976
173.787,52.84994,0.045,0.955
178.6181,53.17176,0,1
233.0544,41.35503,0.171,0.829
241.4341,36.27508,0.083,0.917
199.0727,52.50583,0.103,0.897
214.6361,49.45397,0.15,0.85
240.5038,37.51991,0.194,0.806
243.9612,34.95906,0,1
218.9246,2.480752,0.026,0.974
193.1699,3.179538,0.068,0.932
199.1493,3.064391,0,1
207.5863,3.014947,0.159,0.841
225.1291,2.653007,0,1
194.5587,3.53481,0.108,0.892
208.4247,3.377406,0.162,0.838
119.5935,30.73208,0.111,0.889
125.071,35.87278,0,1
125.4023,35.94807,0.089,0.911
119.799,31.80788,0.059,0.941
128.0804,36.75051,0.067,0.933
130.37,38.40381,0.167,0.833
131.0146,38.84456,0.143,0.857
133.5032,40.36447,0.179,0.821
120.1476,30.40172,0.106,0.894
116.741,27.82991,0.184,0.816
119.8013,30.73779,0,1
178.902,9.781986,0.102,0.898
187.3438,9.888108,0.143,0.857
182.0882,10.62656,0,1
175.2476,11.08658,0.081,0.919
123.7174,55.01178,0.027,0.973
129.278,59.27281,0.054,0.946
151.9931,68.36492,0.167,0.833
111.7337,41.02668,0.098,0.902
119.5534,51.82921,0.196,0.804
137.9424,64.29666,0.13,0.87
144.4732,66.87908,0,1
117.1929,49.71957,0.119,0.881
112.6986,44.59265,0.171,0.829
115.1048,48.05359,0,1
216.3225,26.02648,0.185,0.815
232.2453,21.00281,0.128,0.872
239.5279,18.11442,0.026,0.974
241.0848,17.43645,0,1
241.4343,17.36214,0.083,0.917
185.5073,30.08711,0.176,0.824
206.8968,28.2901,0.081,0.919
207.5163,28.18664,0.048,0.952
220.0612,25.43489,0.028,0.972
222.9772,24.63876,0.114,0.886
223.3644,24.5473,0,1
225.1259,23.92933,0.103,0.897
223.445,18.95993,0.147,0.853
175.1556,23.55433,0.111,0.889
182.1915,23.894,0.158,0.842
208.5295,21.97492,0.028,0.972
168.1763,23.30794,0.114,0.886
176.2305,23.92119,0.056,0.944
202.0732,23.20808,0.056,0.944
213.1245,21.59766,0.143,0.857
172.9803,24.19971,0.175,0.825
179.8441,24.49732,0,1
225.5037,56.69691,0.051,0.949
233.7485,53.08223,0,1
240.2764,49.0095,0.05,0.95
241.3508,48.09848,0.032,0.968
191.0524,51.20371,0.154,0.846
129.0151,35.07264,0.021,0.979
148.515,45.57613,0.152,0.848
156.0737,47.9585,0.154,0.846
156.8056,48.24479,0.093,0.907
181.491,51.74659,0.174,0.826
184.8714,51.77591,0.128,0.872
195.7399,51.31854,0.028,0.972
202.2823,50.26629,0.062,0.938
207.609,49.37894,0.194,0.806
212.9708,47.92947,0.095,0.905
217.0337,46.70092,0.027,0.973
239.2119,36.10896,0,1
203.8506,50.3708,0,1
224.9393,44.31377,0.182,0.818
232.8784,40.43004,0.098,0.902
252.826,25.44804,0.167,0.833
221.5382,46.1727,0,1
226.1031,44.41582,0.125,0.875
203.0849,1.566871,0.105,0.895
216.7625,1.362715,0,1
224.1732,1.27132,0,1
149.466,1.755411,0,1
154.7024,1.926016,0.196,0.804
157.4197,1.931972,0,1
157.5866,1.846328,0,1
159.84,2.016936,0,1
165.1355,2.116062,0.056,0.944
174.1665,2.136206,0.194,0.806
193.8581,2.231232,0.079,0.921
206.9737,1.913596,0.135,0.865
213.3351,1.912502,0,1
165.9782,53.403,0,1
169.9271,54.02656,0,1
180.8934,54.78637,0,1
152.5415,50.56663,0,1
169.9689,54.46287,0.065,0.935
154.0462,51.47752,0.048,0.952
157.5653,52.56694,0.194,0.806
172.8324,55.06017,0.1,0.9
174.525,55.32936,0,1
175.1204,55.30142,0,1
182.0789,55.64268,0.1,0.9
152.9781,51.65599,0.065,0.935
157.4817,52.99895,0.132,0.868
130.653,30.49251,0,1
142.7855,36.60108,0,1
145.7591,37.82315,0.057,0.943
138.1849,34.92556,0.143,0.857
138.1956,35.0369,0,1
142.0024,36.67011,0.059,0.941
146.2429,38.95314,0.069,0.931
120.7801,22.87162,0.125,0.875
123.2653,24.56701,0,1
124.0146,25.19496,0.148,0.852
125.17,25.90536,0.171,0.829
119.8633,23.30852,0.161,0.839
140.8434,34.59426,0.094,0.906
119.2227,18.71064,0.103,0.897
118.0615,18.25253,0.043,0.957
118.8199,18.75051,0,1
120.5594,20.06299,0,1
127.1101,24.74355,0.182,0.818
166.8871,13.42077,0.171,0.829
167.4867,13.45801,0.071,0.929
149.5165,11.72623,0.159,0.841
152.5244,12.23612,0.153,0.847
155.7196,12.65888,0.077,0.923
156.8979,12.67435,0,1
247.9417,12.77665,0.182,0.818
240.3384,16.30677,0.152,0.848
240.4036,16.43118,0.185,0.815
243.8028,14.90408,0,1
248.8468,12.80067,0,1
208.9449,25.84037,0.167,0.833
219.5929,23.42876,0.094,0.906
166.2501,24.73763,0,1
176.8852,25.69937,0.051,0.949
196.6516,25.42963,0.056,0.944
215.2853,22.98892,0.179,0.821
202.6606,18.13461,0.139,0.861
205.9996,17.84157,0.171,0.829
206.4339,17.78387,0.162,0.838
209.0005,17.51161,0,1
209.3543,17.40786,0.094,0.906
202.5102,18.55574,0.152,0.848
203.9032,18.51726,0.194,0.806
206.3739,18.22246,0,1
206.5745,18.20579,0.026,0.974
212.3423,17.45546,0.158,0.842
221.5045,15.67409,0.133,0.867
3.377047,0.1270243,0.079,0.921
4.42394,0.1311812,0.061,0.939
10.85183,0.0164383,0.182,0.818
10.85801,0.1983538,0,1
14.83314,0.00255566,0.048,0.952
17.19703,0.1986898,0.029,0.971
42.57024,0.09199392,0.171,0.829
42.56064,0.09440434,0,1
18.31366,0.4372547,0.089,0.911
18.63437,0.5320494,0,1
253.004,26.22269,0,1
253.858,25.25621,0.196,0.804
235.6585,40.13302,0.078,0.922
243.0984,35.17496,0.194,0.806
252.2169,27.67975,0,1
254.3201,25.52898,0.152,0.848
254.3326,25.57032,0,1
233.556,41.98915,0.192,0.808
242.7369,35.98632,0.139,0.861
137.7927,18.74021,0.162,0.838
140.3509,19.56656,0,1
148.5111,21.91572,0.152,0.848
155.4743,23.67151,0.022,0.978
119.0693,11.66217,0.089,0.911
135.5179,18.43475,0.053,0.947
126.1802,50.61629,0,1
129.2018,52.71548,0.148,0.852
130.5862,54.4932,0,1
130.8093,54.46613,0.17,0.83
133.1213,56.11269,0,1
127.3731,53.38528,0.071,0.929
131.6756,56.50716,0.15,0.85
128.1064,54.53104,0,1
254.2826,39.41649,0,1
254.6863,38.80896,0,1
249.9276,45.29615,0.122,0.878
32.38643,-0.9999053,0.16,0.84
32.64812,-0.9376119,0.167,0.833
40.87105,-1.002726,0.071,0.929
42.36646,-0.8729911,0.121,0.879
26.75416,-0.4675048,0.171,0.829
51.15551,-0.4440328,0.054,0.946
55.28705,-0.5331162,0,1
29.02145,-0.1226993,0,1
136.4977,35.37737,0.128,0.872
149.3071,41.10456,0.031,0.969
155.1322,43.0216,0.033,0.967
116.543,22.00645,0,1
121.4111,26.16819,0,1
130.5057,32.50784,0,1
138.5693,37.17366,0,1
139.5267,37.61018,0,1
119.4854,25.16087,0.196,0.804
119.5853,25.14921,0.111,0.889
127.7668,31.19121,0.067,0.933
137.0301,36.8103,0,1
128.6608,32.23922,0.167,0.833
128.6549,55.87025,0.125,0.875
111.609,37.9666,0.156,0.844
126.7197,55.13452,0.135,0.865
111.824,39.28575,0.125,0.875
112.3011,41.0976,0,1
112.7796,41.4278,0.064,0.936
120.5796,51.36332,0.091,0.909
125.2496,55.27512,0,1
125.5693,56.2678,0.111,0.889
111.1223,40.78181,0.091,0.909
111.5903,41.63927,0,1
185.5811,28.83159,0.095,0.905
210.8456,26.30474,0.19,0.81
212.5576,26.01187,0.07,0.93
202.2037,28.23923,0,1
218.9406,24.7258,0.085,0.915
226.4888,22.63763,0,1
205.427,28.06198,0.121,0.879
147.8306,15.68738,0,1
156.273,17.27007,0.045,0.955
156.4579,17.58154,0.053,0.947
162.2623,18.38361,0.125,0.875
166.4989,18.86566,0.025,0.975
155.3464,18.20726,0.053,0.947
160.576,19.11478,0.125,0.875
48.45125,-0.7720258,0,1
7.085545,-0.2178594,0.071,0.929
14.68894,-0.300635,0,1
15.87252,-0.2345904,0,1
18.23927,-0.3449971,0,1
46.29269,-0.3148889,0.147,0.853
56.07751,-0.3929785,0.078,0.922
57.54935,-0.2369322,0.174,0.826
238.8867,33.43883,0.103,0.897
242.3124,31.08397,0.028,0.972
243.0216,30.66709,0,1
242.006,34.4075,0,1
229.527,42.55411,0.135,0.865
245.3466,32.34902,0.03,0.97
253.31,25.13312,0.162,0.838
249.6114,29.47227,0,1
176.9696,2.566957,0.185,0.815
142.0303,2.267733,0.083,0.917
114.3715,26.96212,0.115,0.885
117.3867,30.24528,0.029,0.971
123.5014,36.50177,0,1
123.8059,36.77657,0,1
124.9693,37.68054,0.075,0.925
118.2023,31.89013,0,1
120.8262,34.4919,0,1
123.8789,37.45647,0,1
134.1827,44.89686,0.03,0.97
119.3872,33.60568,0.176,0.824
169.6764,55.56104,0.077,0.923
144.9594,9.485498,0,1
146.0732,9.669816,0.121,0.879
131.6599,7.947839,0.097,0.903
149.0673,10.48608,0.06,0.94
143.1098,10.10688,0.087,0.913
155.0975,11.98751,0.103,0.897
155.5285,12.06725,0.065,0.935
124.5387,7.412547,0.158,0.842
180.414,14.05502,0.14,0.86
192.5745,14.03375,0,1
184.7955,14.53676,0.185,0.815
186.8638,14.48422,0,1
200.7516,13.95065,0.119,0.881
205.3658,13.64643,0.152,0.848
242.3816,18.25249,0.05,0.95
243.4009,17.8888,0,1
239.6415,20.18514,0.027,0.973
238.131,21.15431,0.068,0.932
235.6742,22.88149,0.146,0.854
236.5725,22.37139,0.123,0.877
238.5486,21.56805,0.042,0.958
238.9165,21.33492,0,1
208.0954,24.46772,0.097,0.903
209.4383,24.57872,0.077,0.923
214.8754,23.43944,0,1
226.3887,20.4728,0.077,0.923
233.831,18.12547,0,1
234.2612,17.90857,0.036,0.964
172.5831,18.38585,0,1
175.216,18.54049,0,1
162.5191,18.59662,0.194,0.806
160.4073,18.80756,0.103,0.897
163.2517,19.19835,0.069,0.931
166.5984,19.48094,0.146,0.854
177.4029,20.3999,0.034,0.966
37.75216,0.4823054,0.111,0.889
43.09787,0.5336535,0,1
45.41098,0.460021,0.109,0.891
45.88704,0.502533,0.163,0.837
49.92933,0.5654558,0.172,0.828
58.35926,0.8417958,0.118,0.882
149.5812,39.80098,0,1
149.3001,23.11844,0,1
132.1095,18.0341,0.044,0.956
135.2894,16.2363,0,1
142.033,18.18613,0.167,0.833
136.5036,17.09612,0.077,0.923
135.0329,16.92402,0.133,0.867
215.658,4.813481,0.196,0.804
216.8734,4.779742,0.071,0.929
231.9068,3.94157,0.086,0.914
120.2697,38.11158,0,1
142.5834,49.37237,0.103,0.897
138.1049,47.54753,0.161,0.839
130.8978,41.30837,0.054,0.946
142.5442,48.06695,0.119,0.881
144.0598,48.7457,0.077,0.923
133.261,43.56748,0.154,0.846
143.0612,48.731,0.07,0.93
149.4545,51.82119,0.194,0.806
128.4249,41.42082,0,1
134.5054,45.3106,0.143,0.857
154.3389,53.79602,0.125,0.875
133.7036,45.55391,0,1
128.5082,7.756494,0.022,0.978
133.6205,8.745674,0.133,0.867
135.8123,9.240479,0.159,0.841
173.4668,14.03033,0.094,0.906
180.192,14.15955,0.093,0.907
138.9977,10.16487,0.115,0.885
143.116,11.04826,0.188,0.812
144.4857,11.20466,0.122,0.878
153.1594,12.48005,0.054,0.946
153.8604,12.59111,0,1
159.7746,13.36486,0.056,0.944
160.1671,13.42063,0,1
165.9906,13.98385,0.042,0.958
187.3385,14.78931,0,1
208.7093,13.63902,0.111,0.889
193.6213,15.15225,0.057,0.943
194.9093,15.17934,0.161,0.839
203.671,14.60023,0.146,0.854
222.5194,22.06926,0.088,0.912
243.4787,14.92671,0.109,0.891
245.5052,13.96052,0.104,0.896
205.8004,26.04014,0,1
206.0079,25.9412,0.192,0.808
220.3296,23.22399,0,1
221.0641,22.84743,0.148,0.852
167.6389,20.02084,0.128,0.872
176.3749,20.68018,0.049,0.951
183.3549,18.77987,0.162,0.838
189.0445,18.82054,0.027,0.973
189.6358,18.85128,0.115,0.885
190.04,18.70018,0.128,0.872
204.0663,17.84181,0,1
208.2836,17.32249,0.136,0.864
203.4348,18.36678,0,1
206.5317,17.97587,0,1
226.2048,14.5161,0,1
229.9497,13.68617,0.167,0.833
125.8111,24.81831,0,1
116.5219,18.80848,0.192,0.808
123.3129,23.52661,0.103,0.897
128.2508,26.01403,0.065,0.935
128.4946,26.10679,0.148,0.852
135.9125,17.65275,0.061,0.939
186.0139,19.11281,0.108,0.892
190.5925,19.04278,0.068,0.932
194.5731,18.82541,0.121,0.879
189.9809,19.3642,0.147,0.853
181.4203,19.78152,0.088,0.912
182.3457,19.94778,0,1
195.2889,19.49416,0.121,0.879
121.5312,40.1366,0,1
129.1906,46.65152,0,1
117.4823,37.3532,0.156,0.844
132.1676,1.038785,0.024,0.976
148.3672,1.816771,0,1
140.9501,2.112748,0.146,0.854
144.1797,50.88043,0.053,0.947
145.9449,44.31578,0,1
133.8563,38.70498,0.174,0.826
136.8372,40.45169,0.176,0.824
141.0991,42.64694,0.147,0.853
115.7225,24.65149,0,1
125.7735,33.58529,0.175,0.825
129.8923,36.55931,0.167,0.833
132.8359,38.48209,0.158,0.842
134.1987,39.38219,0.024,0.976
135.7181,40.32526,0.038,0.962
136.2003,40.59172,0.16,0.84
138.77,41.99694,0.019,0.981
143.3673,44.2464,0.043,0.957
114.4202,23.95208,0,1
170.6648,14.29664,0.159,0.841
173.4127,14.36536,0.07,0.93
122.5108,7.148238,0,1
124.3826,7.560654,0,1
145.4153,11.83081,0.065,0.935
148.9877,12.41067,0.111,0.889
153.3871,12.87843,0.051,0.949
154.3685,13.01213,0,1
158.3581,13.47336,0.077,0.923
171.4377,14.67658,0.167,0.833
188.7172,14.97818,0.176,0.824
127.0513,8.647338,0.073,0.927
131.1889,9.599045,0.094,0.906
141.2392,11.54152,0.143,0.857
195.8276,15.80135,0.057,0.943
199.7625,38.12297,0,1
191.2213,39.35119,0.152,0.848
204.6833,37.8185,0.121,0.879
206.9823,37.82633,0.098,0.902
207.7884,37.68983,0,1
200.0457,39.29951,0.154,0.846
205.5343,38.41125,0,1
196.5067,40.15512,0.143,0.857
207.9162,38.535,0,1
209.1776,38.29881,0.036,0.964
190.5173,40.65786,0.034,0.966
192.9479,40.83113,0.128,0.872
237.8771,17.65725,0.031,0.969
241.9782,16.01672,0.186,0.814
216.0956,24.61412,0.073,0.927
229.7424,20.81538,0.091,0.909
237.608,18.13958,0.182,0.818
245.0339,15.16293,0.087,0.913
209.1575,18.062,0,1
212.8244,17.50645,0.026,0.974
220.1467,16.23102,0.085,0.915
179.0968,19.99225,0,1
186.6178,20.11192,0.125,0.875
191.0892,20.02433,0.038,0.962
208.4748,18.59292,0.194,0.806
178.2042,20.49204,0.194,0.806
178.6639,20.37862,0.103,0.897
180.6503,20.38251,0,1
120.1188,21.13626,0.098,0.902
132.7502,29.18189,0.064,0.936
135.663,30.62205,0,1
125.6033,25.50908,0.194,0.806
130.8838,28.72569,0,1
146.8456,34.78372,0.048,0.952
146.7163,35.25109,0,1
148.9689,35.96561,0.156,0.844
170.6536,19.63941,0.083,0.917
180.4371,20.32833,0.162,0.838
183.943,20.29858,0.125,0.875
184.8448,20.39172,0.194,0.806
172.7654,20.23563,0.053,0.947
173.1731,20.43866,0,1
176.4535,20.62861,0.083,0.917
178.4986,20.57252,0.133,0.867
183.8102,20.65858,0.194,0.806
190.343,20.64325,0.138,0.862
189.4939,21.14287,0,1
220.032,20.09707,0.175,0.825
225.7436,18.72742,0.125,0.875
228.4265,17.83361,0.04,0.96
143.1762,2.533592,0,1
152.6207,1.116272,0.07,0.93
153.3002,1.247061,0.14,0.86
155.0697,1.204051,0.143,0.857
172.7173,1.547397,0.186,0.814
176.4957,1.588255,0.091,0.909
157.9408,1.696716,0,1
163.8826,1.825025,0.045,0.955
164.7975,1.809191,0.103,0.897
167.1584,1.876459,0.103,0.897
177.9304,1.991285,0.093,0.907
155.6083,1.974713,0.062,0.938
166.9547,2.356648,0,1
171.6056,2.404448,0.167,0.833
135.0651,40.29675,0.186,0.814
139.8989,42.97183,0.179,0.821
130.2296,37.92381,0.146,0.854
156.24,47.72565,0,1
160.3875,48.92962,0,1
168.7345,50.33487,0.162,0.838
173.8238,50.93376,0,1
180.2784,51.41241,0.167,0.833
181.2778,51.46169,0,1
184.6123,51.57619,0.172,0.828
148.3011,45.68858,0.077,0.923
171.1026,51.23493,0.194,0.806
180.7348,51.8834,0,1
184.2835,51.99877,0.091,0.909
162.2187,50.03666,0.093,0.907
172.7986,51.69807,0.129,0.871
141.8557,11.57212,0.094,0.906
162.4429,14.4418,0.023,0.977
171.4177,15.14184,0.045,0.955
151.649,13.6084,0.079,0.921
171.495,15.50437,0.159,0.841
188.5429,15.96822,0.179,0.821
177.8021,36.08013,0.077,0.923
159.4181,33.94455,0.038,0.962
182.1525,36.65128,0.128,0.872
152.2564,32.4917,0.065,0.935
161.7855,34.8381,0,1
166.0167,35.59397,0.029,0.971
169.39,36.06405,0.189,0.811
165.4299,35.94508,0,1
226.2707,22.39473,0,1
214.8079,21.38723,0,1
235.4271,15.91439,0,1
236.1021,15.68282,0.143,0.857
242.4727,13.52995,0,1
245.9967,12.27691,0.061,0.939
218.1348,21.27065,0,1
218.6944,21.00192,0.139,0.861
219.1863,21.07277,0.048,0.952
194.0779,20.30438,0.138,0.862
218.8085,17.44033,0.147,0.853
222.3454,16.58676,0.19,0.81
224.9214,16.06209,0.128,0.872
225.1536,16.1723,0.034,0.966
225.1532,16.16871,0.088,0.912
180.6866,20.90541,0.095,0.905
180.8265,20.93573,0.171,0.829
215.3659,18.49128,0,1
218.9191,17.80711,0,1
219.8423,17.6864,0,1
221.2269,17.41258,0.184,0.816
222.5067,17.04653,0.174,0.826
222.598,17.0528,0.152,0.848
223.0752,16.96452,0.103,0.897
238.8964,11.38342,0,1
236.5125,12.3663,0,1
160.0024,39.12223,0.034,0.966
146.0544,35.42207,0.05,0.95
149.1576,36.60286,0.077,0.923
159.7268,39.5193,0.088,0.912
163.6712,40.3531,0.091,0.909
141.2292,33.7366,0.075,0.925
139.9401,33.72007,0,1
145.9422,36.17937,0,1
156.4663,39.52946,0.087,0.913
169.1394,45.18399,0,1
178.4241,46.21173,0.098,0.902
219.2211,21.24629,0,1
223.4447,20.11597,0.179,0.821
225.2487,19.73465,0.091,0.909
227.1304,19.18434,0.025,0.975
161.3126,46.25686,0,1
170.8067,48.86168,0.15,0.85
185.2616,49.76574,0.105,0.895
160.1034,47.39395,0.194,0.806
113.4086,31.77273,0,1
115.5914,34.4631,0.156,0.844
120.6449,40.42128,0.067,0.933
194.3006,63.62828,0.111,0.889
201.9326,62.76657,0.033,0.967
193.2274,64.53038,0.19,0.81
167.146,63.97376,0,1
183.0706,65.54774,0.147,0.853
181.9641,52.45077,0,1
182.0276,52.33916,0.077,0.923
187.7782,52.41433,0.049,0.951
172.1556,52.16003,0.138,0.862
180.2627,52.68825,0,1
176.8549,52.98098,0.094,0.906
163.7916,51.67873,0.171,0.829
169.7749,52.70956,0.182,0.818
177.5284,53.41982,0.067,0.933
185.0076,53.68372,0,1
186.7435,53.68455,0.073,0.927
187.4737,53.66537,0,1
136.0356,37.13172,0.189,0.811
143.3365,40.90711,0.189,0.811
145.646,41.82656,0.184,0.816
211.4227,46.42745,0.077,0.923
210.8416,47.17074,0.147,0.853
209.1232,48.05181,0,1
221.1594,43.03477,0.071,0.929
228.9886,40.32537,0,1
216.47,45.66894,0.143,0.857
228.0238,41.20995,0.095,0.905
215.8581,46.20071,0.122,0.878
226.7695,42.18344,0,1
148.0837,32.47412,0.032,0.968
141.8479,30.44081,0,1
145.3388,31.84229,0.194,0.806
161.2698,36.56108,0.167,0.833
164.2755,37.24271,0,1
184.0195,38.95628,0.156,0.844
136.2283,28.3843,0.075,0.925
239.5077,14.96356,0.087,0.913
249.1569,11.29173,0.105,0.895
214.103,22.57739,0,1
215.2809,22.30445,0.16,0.84
221.6564,20.81132,0,1
213.0509,23.18332,0.175,0.825
224.1655,20.59941,0.132,0.868
234.8865,17.43185,0.083,0.917
211.6676,23.73827,0,1
245.4501,9.94699,0.079,0.921
248.021,9.918769,0,1
209.3551,14.99177,0.152,0.848
208.7513,16.38694,0.188,0.812
208.9537,16.40563,0,1
221.8438,13.26704,0.138,0.862
222.653,13.12615,0,1
223.0782,12.94483,0.178,0.822
229.5965,12.18592,0.163,0.837
232.6632,11.47997,0.087,0.913
239.4158,9.811551,0,1
240.8593,9.481868,0,1
175.8641,46.47621,0,1
194.3744,46.42492,0,1
166.0805,46.11735,0.086,0.914
195.2315,47.22209,0.135,0.865
197.4846,46.82626,0,1
164.6389,46.26802,0.049,0.951
179.8613,47.91392,0.086,0.914
177.7369,49.82974,0,1
161.4272,47.98424,0.161,0.839
167.5739,49.12708,0,1
181.5066,50.49814,0.172,0.828
178.8294,50.79972,0.115,0.885
122.6826,26.26219,0.028,0.972
129.3312,30.84205,0.026,0.974
137.7414,35.80019,0.071,0.929
235.5139,2.696423,0.061,0.939
204.8053,4.62334,0.071,0.929
205.0006,4.677523,0.064,0.936
217.2493,4.153098,0,1
227.681,3.475809,0.038,0.962
230.1232,3.430091,0,1
234.9144,3.199034,0.179,0.821
240.0087,2.730013,0.031,0.969
190.0477,5.378346,0.059,0.941
200.3652,5.17692,0.143,0.857
129.3089,4.425797,0.114,0.886
143.661,5.841441,0.045,0.955
154.8657,6.677888,0,1
157.2904,6.800288,0.119,0.881
139.888,5.882764,0.019,0.981
148.9956,6.566236,0.03,0.97
155.3481,7.150195,0,1
156.3729,7.17737,0,1
246.9175,37.08479,0,1
195.8669,57.84737,0.108,0.892
212.0898,55.30149,0.167,0.833
174.0328,55.8367,0.179,0.821
207.2696,54.23721,0,1
153.6577,35.98129,0.036,0.964
166.8858,38.87991,0,1
170.026,39.25946,0.122,0.878
154.3313,36.6498,0,1
162.1163,38.39717,0.1,0.9
163.4242,38.77024,0.171,0.829
181.7261,40.76672,0.171,0.829
161.9618,38.88079,0.03,0.97
152.909,25.27906,0.139,0.861
167.2881,28.07649,0.179,0.821
121.5113,14.06097,0.191,0.809
126.1274,16.365,0.188,0.812
135.38,20.07179,0,1
135.6163,20.3003,0,1
165.5392,28.23497,0.024,0.976
166.8258,28.52776,0,1
180.2484,29.68261,0.067,0.933
241.9948,13.98327,0,1
245.0882,12.71551,0,1
237.6086,15.83622,0.133,0.867
239.381,15.31703,0.097,0.903
249.4459,11.49754,0.085,0.915
243.5137,14.28211,0.027,0.973
247.9114,12.52041,0.129,0.871
216.0916,14.04535,0.171,0.829
226.3731,39.94448,0.167,0.833
226.3751,39.96389,0,1
220.179,42.71077,0.136,0.864
226.1577,40.37207,0.056,0.944
165.1998,10.72815,0.024,0.976
179.5803,11.39098,0,1
171.6418,11.44008,0.132,0.868
184.9717,11.67447,0.122,0.878
187.3491,11.78925,0,1
188.6458,11.64118,0,1
166.7709,11.62451,0.133,0.867
167.6915,11.61155,0.029,0.971
177.8136,12.00069,0.095,0.905
140.2692,37.12072,0.091,0.909
160.8999,44.44695,0,1
127.364,30.27578,0.056,0.944
